"event","host_city","year","host_country","event_url","section","artist","song","artist_url","artist_country","running_order","total_points","rank","qualified","winner"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Elnur Huseynov","Hour Of The Wolf","https://eurovision.tv/participant/elnur-huseynov","Azerbaijan","24","49","12","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Elnur Huseynov","Hour Of The Wolf","https://eurovision.tv/participant/elnur-huseynov","Azerbaijan","11","53","10","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Uzari&Maimuna","Time","https://eurovision.tv/participant/uzari-maimuna","Belarus","11","39","12","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Loic Nottet","Rhythm Inside","https://eurovision.tv/participant/loic-nottet","Belgium","3","149","2","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Loic Nottet","Rhythm Inside","https://eurovision.tv/participant/loic-nottet","Belgium","13","217","4","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","John Karayiannis","One Thing I Should Have Done","https://eurovision.tv/participant/john-karayiannis","Cyprus","11","11","22","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","John Karayiannis","One Thing I Should Have Done","https://eurovision.tv/participant/john-karayiannis","Cyprus","15","87","6","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Marta JandovÃ¡ and VÃ¡clav Noid BÃ¡rta","Hope Never Dies","https://eurovision.tv/participant/marta-jandova-and-vaclav-noid-barta","Czech Republic","8","33","13","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Anti Social Media","The Way You Are","https://eurovision.tv/participant/anti-social-media","Denmark","13","33","13","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Elina Born & Stig RÃ¤sta","Goodbye To Yesterday","https://eurovision.tv/participant/elina-born-stig-raesta","Estonia","7","105","3","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Elina Born & Stig RÃ¤sta","Goodbye To Yesterday","https://eurovision.tv/participant/elina-born-stig-raesta","Estonia","4","106","7","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Pertti Kurikan NimipÃ¤ivÃ¤t","Aina Mun PitÃ¤Ã¤","https://eurovision.tv/participant/pertti-kurikan-nimipaeivaet","Finland","5","13","16","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Lisa Angell","N'oubliez Pas","https://eurovision.tv/participant/lisa-angell","France","2","4","25","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Nina Sublatti","Warrior","https://eurovision.tv/participant/nina-sublatti","Georgia","23","51","11","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Nina Sublatti","Warrior","https://eurovision.tv/participant/nina-sublatti","Georgia","16","98","4","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Ann Sophie","Black Smoke","https://eurovision.tv/participant/ann-sophie","Germany","17","0","27","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Maria Elena Kyriakou","One Last Breath","https://eurovision.tv/participant/maria-elena-kyriakou","Greece","15","23","19","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Maria Elena Kyriakou","One Last Breath","https://eurovision.tv/participant/maria-elena-kyriakou","Greece","6","81","6","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Boggie","Wars For Nothing","https://eurovision.tv/participant/boggie","Hungary","22","19","20","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Boggie","Wars For Nothing","https://eurovision.tv/participant/boggie","Hungary","10","67","8","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Maria Olafs","Unbroken","https://eurovision.tv/participant/maria-olafs","Iceland","12","14","15","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Molly Sterling","Playing With Numbers","https://eurovision.tv/participant/molly-sterling","Ireland","2","35","12","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Nadav Guedj","Golden Boy","https://eurovision.tv/participant/nadav-guedj","Israel","3","97","9","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Nadav Guedj","Golden Boy","https://eurovision.tv/participant/nadav-guedj","Israel","9","151","3","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Il Volo","Grande Amore","https://eurovision.tv/participant/il-volo","Italy","27","292","3","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Aminata","Love Injected","https://eurovision.tv/participant/aminata","Latvia","10","155","2","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Aminata","Love Injected","https://eurovision.tv/participant/aminata","Latvia","19","186","6","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Monika LinkytÄ— and Vaidas Baumila","This Time","https://eurovision.tv/participant/monika-linkyte-and-vaidas-baumila","Lithuania","7","30","18","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Monika LinkytÄ— and Vaidas Baumila","This Time","https://eurovision.tv/participant/monika-linkyte-and-vaidas-baumila","Lithuania","1","67","7","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Amber","Warrior","https://eurovision.tv/participant/amber","Malta","5","43","11","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Eduard Romanyuta","I Want Your Love","https://eurovision.tv/participant/eduard-romanyuta","Moldova","1","41","11","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Knez","Adio","https://eurovision.tv/participant/knez","Montenegro","16","44","13","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Knez","Adio","https://eurovision.tv/participant/knez","Montenegro","4","57","9","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Trijntje Oosterhuis","Walk Along","https://eurovision.tv/participant/trijntje-oosterhuis","Netherlands","4","33","14","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Daniel Kajmakoski","Autumn Leaves","https://eurovision.tv/participant/daniel-kajmakoski","North Macedonia","8","28","15","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","MÃ¸rland & Debrah Scarlett","A Monster Like Me","https://eurovision.tv/participant/moerland-debrah-scarlett","Norway","9","102","8","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","MÃ¸rland & Debrah Scarlett","A Monster Like Me","https://eurovision.tv/participant/moerland-debrah-scarlett","Norway","6","123","4","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Monika KuszyÅ„ska","In The Name Of Love","https://eurovision.tv/participant/monika-kuszynska","Poland","18","10","23","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Monika KuszyÅ„ska","In The Name Of Love","https://eurovision.tv/participant/monika-kuszynska","Poland","17","57","8","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Leonor Andrade","HÃ¡ Um Mar Que Nos Separa","https://eurovision.tv/participant/leonor-andrade","Portugal","7","19","14","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Voltaj","De La Capat/ All Over Again","https://eurovision.tv/participant/voltaj","Romania","20","35","15","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Voltaj","De La Capat/ All Over Again","https://eurovision.tv/participant/voltaj","Romania","15","89","5","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Polina Gagarina","A Million Voices","https://eurovision.tv/participant/polina-gagarina","Russia","12","182","1","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Polina Gagarina","A Million Voices","https://eurovision.tv/participant/polina-gagarina","Russia","25","303","2","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Anita Simoncini & Michele Perniola","Chain of Lights","https://eurovision.tv/participant/anita-simoncini-michele-perniola","San Marino","3","11","16","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Bojana Stamenov","Beauty Never Lies","https://eurovision.tv/participant/bojana-stamenov","Serbia","8","53","10","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","first-semi-final","Bojana Stamenov","Beauty Never Lies","https://eurovision.tv/participant/bojana-stamenov","Serbia","9","63","9","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Maraaya","Here For You","https://eurovision.tv/participant/maraaya","Slovenia","1","39","14","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Maraaya","Here For You","https://eurovision.tv/participant/maraaya","Slovenia","16","92","5","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Edurne","Amanecer","https://eurovision.tv/participant/edurne","Spain","21","15","21","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Mans Zelmerlow","Heroes","https://eurovision.tv/participant/mans-zelmerlow","Sweden","13","217","1","TRUE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Mans Zelmerlow","Heroes","https://eurovision.tv/participant/mans-zelmerlow","Sweden","10","365","1","FALSE","TRUE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","second-semi-final","Melanie Rene","Time To Shine","https://eurovision.tv/participant/melanie-rene","Switzerland","14","4","17","FALSE","FALSE"
"Vienna 2015","Vienna","2015","Austria","https://eurovision.tv/event/vienna-2015","grand-final","Electro Velvet","Still In Love With You","https://eurovision.tv/participant/electro-velvet","United Kingdom","5","5","24","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Hersi","One Night's Anger","https://eurovision.tv/participant/hersi","Albania","6","22","15","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Aram MP3","Not Alone","https://eurovision.tv/participant/aram-mp3","Armenia","1","121","4","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Aram MP3","Not Alone","https://eurovision.tv/participant/aram-mp3","Armenia","7","174","4","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Conchita Wurst","Rise Like a Phoenix","https://eurovision.tv/participant/conchita-wurst","Austria","6","169","1","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Conchita Wurst","Rise Like a Phoenix","https://eurovision.tv/participant/conchita-wurst","Austria","11","290","1","FALSE","TRUE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Dilara Kazimova","Start A Fire","https://eurovision.tv/participant/dilara-kazimova","Azerbaijan","3","33","22","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Dilara Kazimova","Start A Fire","https://eurovision.tv/participant/dilara-kazimova","Azerbaijan","8","57","9","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Teo","Cheesecake","https://eurovision.tv/participant/teo","Belarus","2","43","16","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Teo","Cheesecake","https://eurovision.tv/participant/teo","Belarus","10","87","5","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Axel Hirsoux","Mother","https://eurovision.tv/participant/axel-hirsoux","Belgium","10","28","14","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Basim","Cliche Love Song","https://eurovision.tv/participant/basim","Denmark","23","74","9","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Tanja","Amazing","https://eurovision.tv/participant/tanja","Estonia","3","36","12","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Softengine","Something Better","https://eurovision.tv/participant/softengine","Finland","18","72","11","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Softengine","Something Better","https://eurovision.tv/participant/softengine","Finland","8","97","3","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","TWIN TWIN","Moustache","https://eurovision.tv/participant/twin-twin","France","14","2","26","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","The Shin and Mariko","Three Minutes to Earth","https://eurovision.tv/participant/the-shin-and-mariko","Georgia","4","15","15","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Elaiza","Is it right","https://eurovision.tv/participant/elaiza","Germany","12","39","18","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Freaky Fortune feat. RiskyKidd","Rise Up","https://eurovision.tv/participant/freaky-fortune-feat-riskykidd","Greece","10","35","20","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Freaky Fortune feat. RiskyKidd","Rise Up","https://eurovision.tv/participant/freaky-fortune-feat-riskykidd","Greece","13","74","7","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","AndrÃ¡s KÃ¡llay-Saunders","Running","https://eurovision.tv/participant/andras-kallay-saunders","Hungary","16","127","3","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","AndrÃ¡s KÃ¡llay-Saunders","Running","https://eurovision.tv/participant/andras-kallay-saunders","Hungary","21","143","5","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","PollapÃ¶nk","No Prejudice","https://eurovision.tv/participant/pollapoenk","Iceland","4","58","15","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","PollapÃ¶nk","No Prejudice","https://eurovision.tv/participant/pollapoenk","Iceland","5","61","8","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Can-Linn (featuring Kasey Smith)","Heartbeat","https://eurovision.tv/participant/can-linn-featuring-kasey-smith","Ireland","9","35","12","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Mei Finegold","Same Heart","https://eurovision.tv/participant/mei-finegold","Israel","2","19","14","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Emma","La Mia CittÃ ","https://eurovision.tv/participant/emma-1","Italy","16","33","21","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Aarzemnieki","Cake To Bake","https://eurovision.tv/participant/aarzemnieki","Latvia","2","33","13","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Vilija MataÄiÅ«naitÄ—","Attention","https://eurovision.tv/participant/vilija-mataciunaite","Lithuania","7","36","11","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Firelight","Coming Home","https://eurovision.tv/participant/firelight","Malta","22","32","23","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Firelight","Coming Home","https://eurovision.tv/participant/firelight","Malta","1","63","9","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Cristina Scarlat","Wild Soul","https://eurovision.tv/participant/cristina-scarlat","Moldova","11","13","16","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Sergej Ä†etkoviÄ‡","Moj Svijet","https://eurovision.tv/participant/sergej-cetkovic","Montenegro","8","37","19","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Sergej Ä†etkoviÄ‡","Moj Svijet","https://eurovision.tv/participant/sergej-cetkovic","Montenegro","15","63","7","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","The Common Linnets","Calm After The Storm","https://eurovision.tv/participant/the-common-linnets","Netherlands","14","150","1","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","The Common Linnets","Calm After The Storm","https://eurovision.tv/participant/the-common-linnets","Netherlands","24","238","2","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Tijana","To the Sky","https://eurovision.tv/participant/tijana","North Macedonia","11","33","13","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Carl Espen","Silent Storm","https://eurovision.tv/participant/carl-espen","Norway","3","77","6","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Carl Espen","Silent Storm","https://eurovision.tv/participant/carl-espen","Norway","5","88","8","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Donatan & Cleo","My SÅ‚owianie - We Are Slavic","https://eurovision.tv/participant/donatan-cleo","Poland","9","62","14","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Donatan & Cleo","My SÅ‚owianie - We Are Slavic","https://eurovision.tv/participant/donatan-cleo","Poland","5","70","8","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Suzy","Quero Ser Tua","https://eurovision.tv/participant/suzy","Portugal","13","39","11","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Paula Seling & OVI","Miracle","https://eurovision.tv/participant/paula-seling-ovi-1","Romania","6","72","12","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Paula Seling & OVI","Miracle","https://eurovision.tv/participant/paula-seling-ovi-1","Romania","15","125","2","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Tolmachevy Sisters","Shine","https://eurovision.tv/participant/tolmachevy-sisters","Russia","7","63","6","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Tolmachevy Sisters","Shine","https://eurovision.tv/participant/tolmachevy-sisters","Russia","15","89","7","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Valentina Monetta","Maybe (Forse)","https://eurovision.tv/participant/valentina-monetta-2","San Marino","25","14","24","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Valentina Monetta","Maybe (Forse)","https://eurovision.tv/participant/valentina-monetta-2","San Marino","12","40","10","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Tinkara KovaÄ","Round and round","https://eurovision.tv/participant/tinkara-kovac","Slovenia","17","9","25","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Tinkara KovaÄ","Round and round","https://eurovision.tv/participant/tinkara-kovac","Slovenia","14","52","10","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Ruth Lorenzo","Dancing in the rain","https://eurovision.tv/participant/ruth-lorenzo","Spain","19","74","10","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Sanna Nielsen","Undo","https://eurovision.tv/participant/sanna-nielsen","Sweden","4","131","2","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Sanna Nielsen","Undo","https://eurovision.tv/participant/sanna-nielsen","Sweden","13","218","3","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Sebalter","Hunter Of Stars","https://eurovision.tv/participant/sebalter","Switzerland","20","64","13","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","second-semi-final","Sebalter","Hunter Of Stars","https://eurovision.tv/participant/sebalter","Switzerland","12","92","4","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Mariya Yaremchuk","Tick - Tock","https://eurovision.tv/participant/mariya-yaremchuk","Ukraine","1","113","6","FALSE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","first-semi-final","Mariya Yaremchuk","Tick - Tock","https://eurovision.tv/participant/mariya-yaremchuk","Ukraine","9","118","5","TRUE","FALSE"
"Copenhagen 2014","Copenhagen","2014","Denmark","https://eurovision.tv/event/copenhagen-2014","grand-final","Molly","Children of the Universe","https://eurovision.tv/participant/molly","United Kingdom","26","40","17","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","second-semi-final","Adrian Lulgjuraj & Bledar Sejko","Identitet","https://eurovision.tv/participant/adrian-lulgjuraj-bledar-sejko","Albania","14","31","15","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","grand-final","Dorians","Lonely Planet","https://eurovision.tv/participant/dorians","Armenia","12","41","18","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","second-semi-final","Dorians","Lonely Planet","https://eurovision.tv/participant/dorians","Armenia","11","69","7","TRUE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","first-semi-final","Natalia Kelly","Shine","https://eurovision.tv/participant/natalia-kelly","Austria","1","27","14","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","second-semi-final","Farid Mammadov","Hold Me","https://eurovision.tv/participant/farid-mammadov","Azerbaijan","4","139","1","TRUE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","grand-final","Farid Mammadov","Hold Me","https://eurovision.tv/participant/farid-mammadov","Azerbaijan","20","234","2","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","grand-final","Alyona Lanskaya","Solayoh","https://eurovision.tv/participant/alyona-lanskaya","Belarus","8","48","16","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","first-semi-final","Alyona Lanskaya","Solayoh","https://eurovision.tv/participant/alyona-lanskaya","Belarus","11","64","7","TRUE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","grand-final","Roberto Bellarosa","Love Kills","https://eurovision.tv/participant/roberto-bellarosa","Belgium","6","71","12","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","first-semi-final","Roberto Bellarosa","Love Kills","https://eurovision.tv/participant/roberto-bellarosa","Belgium","15","75","5","TRUE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","second-semi-final","Elitsa Todorova; Stoyan Yankulov","Samo Shampioni (Only Champions)","https://eurovision.tv/participant/elitsa-todorova-stoyan-yankulov-1","Bulgaria","7","45","12","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","first-semi-final","Klapa s mora","MiÅ¾erja","https://eurovision.tv/participant/klapa-s-mora","Croatia","4","38","13","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","first-semi-final","Despina Olympiou","An Me Thimasai","https://eurovision.tv/participant/despina-olympiou","Cyprus","14","11","15","FALSE","FALSE"
"Malmo 2013","Malmo","2013","Sweden","https://eurovision.tv/event/malmo-2013","first-semi-final","Emmelie de Forest","Only Teardrops","https://eurovision.tv/participant/emmelie-de-forest","Denmark","5","167","1","TRUE","FALSE"
